0Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr_y,psnr_cb,psnr_cr,float_ssim,vmaf,
658,0.699949,0.848796,0.681577,0.654103,0.694116,10.113330,10.232506,0.170961,0.346605,0.378782,0.399274,18.616716,40.064190,40.871436,0.715200,16.226769,
659,0.708609,0.850065,0.687329,0.653493,0.711324,10.113330,10.113330,0.172022,0.353844,0.385101,0.399722,18.767669,40.324444,41.302659,0.718069,17.138361,
660,0.691362,0.838093,0.666212,0.602670,0.712068,10.253440,10.423592,0.174224,0.363624,0.396910,0.414079,18.846681,40.553776,41.713944,0.722068,14.837430,
661,0.683064,0.838319,0.657681,0.625582,0.683866,10.253440,10.253440,0.177470,0.362876,0.395747,0.412398,19.048363,40.867511,42.255751,0.731529,13.674928,
662,0.682345,0.841825,0.657664,0.627953,0.681198,10.153116,10.461496,0.179173,0.368480,0.399424,0.416539,19.025119,40.877311,42.658871,0.738902,13.374637,
663,0.680720,0.834547,0.650857,0.646444,0.671593,10.153116,10.153116,0.181558,0.377645,0.408426,0.419023,18.850955,41.052988,43.130813,0.741471,12.856181,
664,0.668946,0.840981,0.639522,0.614860,0.666326,10.300005,10.300005,0.184117,0.382030,0.410956,0.425049,18.913589,41.103414,43.507222,0.741463,11.350638,
665,0.666709,0.836354,0.639820,0.628546,0.654460,11.093832,11.093832,0.184347,0.378381,0.409814,0.423574,18.920751,41.218578,43.616855,0.741169,11.783722,
666,0.675054,0.841287,0.654921,0.664283,0.645682,11.582196,11.742543,0.183628,0.374459,0.404538,0.419769,18.896510,41.251601,43.791477,0.741877,13.363731,
667,0.707215,0.838509,0.637735,0.634660,0.737945,11.479002,11.582196,0.184330,0.373701,0.405301,0.425350,19.015359,41.279397,44.338758,0.745378,17.858219,
668,0.685056,0.848006,0.673553,0.635885,0.675389,11.479002,11.479002,0.186455,0.383009,0.417261,0.439390,19.035554,41.276145,44.679799,0.753388,14.799570,
669,0.707925,0.835909,0.640059,0.686813,0.709802,11.606033,11.606033,0.190618,0.389451,0.424142,0.449294,18.911050,41.622666,45.223990,0.759058,18.130877,
670,0.733762,0.841118,0.649149,0.668480,0.772719,13.236667,13.236667,0.197356,0.394080,0.434802,0.457580,19.054861,42.112148,45.928364,0.763408,23.289140,
671,0.700166,0.839622,0.637889,0.634408,0.721784,15.199723,15.199723,0.204201,0.401024,0.443350,0.478223,19.142999,43.010436,46.733355,0.766019,20.430045,
672,0.710029,0.839421,0.624541,0.640209,0.746885,15.215519,15.768388,0.213962,0.411825,0.456138,0.497769,19.495832,43.700497,47.243541,0.775085,22.137811,
673,0.713957,0.846456,0.656625,0.626541,0.746971,15.145800,15.215519,0.232200,0.433592,0.483046,0.531287,20.250484,44.661598,48.084420,0.786756,23.188530,
674,0.710044,0.848079,0.649325,0.651889,0.727286,15.145800,15.145800,0.256151,0.467958,0.520893,0.571703,20.764994,45.367229,48.728731,0.800116,23.305248,
675,0.727332,0.842128,0.677053,0.675601,0.744592,15.390143,16.413176,0.252565,0.490762,0.541888,0.582434,20.335767,44.706375,48.231582,0.807102,26.282815,
676,0.711183,0.828730,0.654188,0.606418,0.755627,15.125622,15.390143,0.241989,0.472475,0.524620,0.576810,19.236150,43.453799,47.202481,0.792470,23.647325,
677,0.710817,0.830591,0.643767,0.610640,0.757317,13.806130,15.125622,0.246535,0.467307,0.512250,0.546248,19.012743,42.429955,46.186195,0.789307,21.263836,
678,0.715235,0.831076,0.617727,0.647276,0.757465,13.806130,13.806130,0.241172,0.465460,0.507687,0.538425,19.138659,41.778628,45.345683,0.784679,21.694939,
679,0.680878,0.822342,0.624371,0.630295,0.692263,12.966608,14.391368,0.231867,0.456905,0.496377,0.521913,19.260454,41.677324,44.831742,0.785816,15.461105,
680,0.649383,0.839313,0.606393,0.582260,0.652480,12.562613,12.966608,0.229485,0.449369,0.484603,0.507636,19.378356,41.496282,44.537930,0.783646,10.327706,
681,0.695853,0.859470,0.651877,0.611845,0.713616,10.528873,12.562613,0.233032,0.452628,0.486702,0.504109,19.430368,41.431072,44.449006,0.790171,15.022515,
682,0.697569,0.849509,0.693939,0.675677,0.670035,9.175779,10.528873,0.244255,0.459903,0.493265,0.517028,19.569708,41.364279,44.424043,0.796328,14.275631,
683,0.699706,0.844273,0.710348,0.669494,0.674175,7.314562,9.175779,0.250273,0.465136,0.498047,0.520122,19.557906,41.357654,44.370664,0.805501,12.918590,
684,0.675436,0.845448,0.698961,0.657658,0.633361,5.472806,7.314562,0.258499,0.474080,0.505738,0.526525,19.628073,41.399422,44.362148,0.813276,7.705889,
685,0.683327,0.847563,0.687428,0.627794,0.667830,4.813105,5.472806,0.261541,0.470937,0.503372,0.522855,19.764361,41.403037,44.250831,0.813224,8.229120,
686,0.696533,0.851839,0.683844,0.639723,0.688471,4.206880,4.813105,0.264495,0.469462,0.499865,0.518722,19.811923,41.638400,44.422734,0.817086,9.514992,
687,0.693874,0.848722,0.700326,0.623799,0.687757,3.763860,4.206880,0.262477,0.472909,0.502886,0.519595,19.871235,41.609224,44.464839,0.820233,8.711961,
688,0.684224,0.847134,0.666886,0.593438,0.696715,3.524522,3.763860,0.260985,0.469385,0.499459,0.519316,19.864464,41.589210,44.379118,0.819737,7.198657,
689,0.670113,0.853825,0.681782,0.584134,0.664260,3.524522,3.524522,0.264817,0.469951,0.499456,0.514862,19.906184,41.461620,44.408070,0.815251,4.971826,
690,0.682406,0.837160,0.657199,0.651038,0.666554,4.475653,5.031907,0.262711,0.467145,0.499031,0.518718,19.798591,41.601982,44.658190,0.817210,7.757342,
691,0.668684,0.835583,0.641605,0.601278,0.671830,3.787804,4.475653,0.263700,0.466453,0.499272,0.517358,19.685761,41.793663,44.992027,0.814822,5.182763,
692,0.661542,0.833377,0.668365,0.592395,0.653696,3.787804,3.787804,0.262139,0.464052,0.496826,0.514772,19.458576,41.852349,45.188257,0.813591,4.168316,
693,0.678183,0.830869,0.647416,0.631988,0.674037,3.432584,4.249667,0.253415,0.456801,0.489900,0.503848,19.184058,41.783111,45.293921,0.808284,6.178016,
694,0.683324,0.828661,0.634287,0.616721,0.699609,3.432584,3.432584,0.256041,0.457607,0.489961,0.502019,19.100256,41.863852,45.554053,0.811178,6.805310,
695,0.673414,0.838021,0.647292,0.607818,0.676096,4.781640,4.781640,0.253207,0.454655,0.486823,0.499709,19.017393,41.826566,45.520887,0.814035,6.537011,
696,0.704373,0.837550,0.670271,0.642241,0.715332,6.257793,6.257793,0.255024,0.456296,0.488667,0.500149,19.005240,41.893468,45.479530,0.812825,12.216893,
697,0.697493,0.836093,0.695470,0.639349,0.694248,9.037624,9.037624,0.253821,0.456335,0.489845,0.506796,19.052158,41.977549,45.473384,0.812426,13.819174,
698,0.684580,0.842776,0.675182,0.652784,0.662819,9.519310,9.519310,0.247485,0.459899,0.490691,0.504464,19.178880,41.925565,45.306870,0.811312,12.207076,
699,0.688105,0.843912,0.682655,0.641473,0.673712,11.543638,11.543638,0.249003,0.457481,0.486823,0.499738,18.908034,41.996688,45.277460,0.811847,14.367506,
700,0.665389,0.844995,0.664499,0.634542,0.636842,14.643682,14.643682,0.243489,0.448966,0.479583,0.493665,18.956501,42.058027,45.184098,0.801622,13.860242,
701,0.656821,0.827797,0.651482,0.622067,0.633241,18.061188,18.061188,0.236176,0.449856,0.481951,0.494580,19.033194,41.851489,44.945201,0.796473,15.691062,
702,0.696472,0.827591,0.608219,0.618846,0.734587,18.687716,18.687716,0.229188,0.449660,0.483111,0.499237,19.270247,41.584005,44.498649,0.791076,22.117069,
703,0.696372,0.827735,0.625952,0.630127,0.721249,20.251764,20.251764,0.231057,0.457780,0.495248,0.518033,19.502466,41.613229,44.427343,0.788379,23.923665,
704,0.706559,0.825528,0.639364,0.688770,0.706282,19.879410,20.334110,0.231232,0.457994,0.495705,0.525894,19.182340,41.740694,44.624016,0.784896,25.383568,
705,0.716562,0.837881,0.651572,0.674622,0.727961,18.215057,19.879410,0.253796,0.486012,0.525078,0.546219,20.188127,41.567447,44.139445,0.779997,25.610257,
706,0.740167,0.848233,0.695683,0.661580,0.766890,17.225380,18.215057,0.276213,0.507322,0.546757,0.581330,20.438933,41.575591,43.858186,0.778801,29.473102,
707,0.731057,0.855491,0.676631,0.719710,0.719372,15.812809,17.225380,0.269079,0.518919,0.557913,0.579069,20.683996,40.106492,42.591340,0.775975,26.533225,
708,0.766688,0.846990,0.692152,0.689709,0.813096,15.812809,15.812809,0.247145,0.499910,0.531737,0.544722,19.906669,38.736604,41.200429,0.766281,31.111886,
709,0.743655,0.851245,0.667445,0.654068,0.791591,16.276150,16.276150,0.221286,0.463468,0.488111,0.490171,19.154204,37.800876,40.171259,0.740809,26.501251,
710,0.684051,0.836504,0.632326,0.640208,0.683380,16.851261,16.851261,0.211328,0.436126,0.465296,0.468319,18.727930,37.377148,39.087044,0.715678,18.179053,
711,0.641616,0.840466,0.615122,0.582466,0.627002,17.306528,17.306528,0.196232,0.397067,0.423540,0.429331,18.115098,37.185473,38.340663,0.687778,12.988183,
712,0.608307,0.844022,0.618961,0.553619,0.572384,18.118025,18.118025,0.184530,0.372229,0.400417,0.409430,17.565091,37.141845,37.861874,0.667498,9.958305,
713,0.628204,0.836733,0.604204,0.528181,0.633878,16.613424,18.777964,0.173891,0.347302,0.377531,0.392701,16.782120,36.618052,36.743077,0.645108,11.908528,
714,0.577822,0.832644,0.596924,0.498990,0.548792,15.243911,16.613424,0.163117,0.324455,0.355352,0.370652,16.106134,36.077487,35.377600,0.620788,5.496303,
715,0.541690,0.825875,0.585203,0.502904,0.474051,14.146029,15.243911,0.154980,0.308525,0.336798,0.345354,15.594459,35.387000,34.047205,0.605462,1.228046,
716,0.564152,0.826832,0.600143,0.474773,0.532768,11.614664,14.146029,0.153822,0.300206,0.327575,0.340501,15.157328,34.717482,33.053073,0.595274,2.108299,
717,0.568871,0.833268,0.594856,0.472729,0.545172,9.442571,11.614664,0.150773,0.294255,0.324172,0.333609,14.973933,34.420013,32.478932,0.590959,1.264932,
718,0.546476,0.836069,0.596295,0.465509,0.499694,8.116117,9.442571,0.147026,0.287934,0.315248,0.321818,14.749831,34.192005,32.160881,0.588664,0.000000,
719,0.581287,0.817759,0.617728,0.478810,0.563553,6.787926,8.116117,0.148030,0.285906,0.312017,0.320552,14.637028,34.143660,32.097091,0.589163,1.131035,
720,0.585567,0.828474,0.591636,0.483499,0.575075,5.801806,6.787926,0.149327,0.285281,0.312621,0.325338,14.610529,34.194935,32.064789,0.588893,0.968256,
721,0.578261,0.830073,0.574779,0.486102,0.566104,5.613348,5.801806,0.146962,0.279874,0.305265,0.313645,14.568354,34.166535,32.009040,0.586181,0.303613,
722,0.569744,0.827397,0.588545,0.491912,0.537810,5.166624,5.613348,0.146575,0.279551,0.303776,0.305937,14.419957,34.103395,31.929247,0.587986,0.000000,
723,0.592040,0.829759,0.570571,0.477624,0.601844,4.754164,5.166624,0.144756,0.274638,0.297508,0.299174,14.321982,33.979693,31.807812,0.583473,1.443513,
724,0.552230,0.835974,0.592456,0.494166,0.499574,4.164802,4.754164,0.146215,0.273436,0.295686,0.296637,14.279726,33.931398,31.736936,0.584706,0.000000,
725,0.572986,0.835211,0.583539,0.461645,0.566099,3.506012,4.164802,0.145234,0.273788,0.296625,0.299909,14.234037,33.927934,31.697269,0.585934,0.000000,
726,0.554507,0.827787,0.559072,0.490353,0.518627,3.506012,3.506012,0.145958,0.271353,0.294841,0.296478,14.214143,33.882813,31.651555,0.582767,0.000000,
727,0.532038,0.821365,0.583760,0.464807,0.478026,3.368000,3.635246,0.147798,0.273887,0.297192,0.300177,14.157530,33.867987,31.621653,0.587765,0.000000,
728,0.531222,0.829940,0.565037,0.448682,0.487942,2.647545,3.368000,0.150186,0.273304,0.296324,0.298141,14.083653,33.887246,31.595076,0.585896,0.000000,
729,0.538671,0.823474,0.565810,0.449954,0.504936,2.647545,2.647545,0.150342,0.272678,0.296121,0.298712,14.068704,33.879759,31.580443,0.589124,0.000000,
730,0.542168,0.832915,0.597172,0.432150,0.509836,2.786473,2.846839,0.150415,0.273883,0.299021,0.304258,14.046166,33.878562,31.589504,0.589381,0.000000,
731,0.559429,0.836181,0.577090,0.444605,0.544040,2.786473,2.786473,0.150045,0.268752,0.291462,0.297301,13.994911,33.825719,31.553011,0.584466,0.000000,
732,0.546350,0.833596,0.572139,0.436900,0.521475,4.661149,4.796268,0.150200,0.270756,0.292998,0.292184,13.905595,33.739638,31.466786,0.594404,0.000000,
733,0.526798,0.833877,0.559543,0.444342,0.479889,3.830215,4.661149,0.151958,0.271733,0.294092,0.296788,13.877386,33.623684,31.333326,0.593429,0.000000,
734,0.522635,0.835585,0.592384,0.424144,0.472850,3.044702,3.830215,0.152815,0.274558,0.298830,0.297261,13.844241,33.499367,31.229356,0.595185,0.000000,
735,0.534498,0.841948,0.591823,0.413260,0.502957,2.758174,3.044702,0.152319,0.271003,0.295363,0.298843,13.761295,33.477693,31.193498,0.592548,0.000000,
736,0.554247,0.845479,0.608607,0.385067,0.554248,2.758174,2.758174,0.151882,0.269098,0.293126,0.293387,13.664422,33.431568,31.173961,0.588192,0.000000,
737,0.533172,0.843054,0.562096,0.341469,0.547756,2.957948,2.957948,0.155808,0.268775,0.294062,0.297546,13.618813,33.405160,31.157590,0.590628,0.000000,
738,0.512801,0.839195,0.578204,0.364753,0.486934,3.421222,3.421222,0.154529,0.264030,0.288326,0.293268,13.580180,33.450016,31.184549,0.590002,0.000000,
739,0.519991,0.823531,0.581034,0.397600,0.488183,3.582231,3.582231,0.154465,0.265886,0.293479,0.298857,13.572562,33.431316,31.198211,0.583376,0.000000,
740,0.481277,0.831115,0.536926,0.396814,0.412765,5.249485,5.249485,0.149690,0.256355,0.281950,0.284494,13.496320,33.324213,31.122607,0.594810,0.000000,
741,0.466015,0.830270,0.525556,0.418764,0.373653,5.216014,5.278324,0.148458,0.251997,0.278085,0.281227,13.476084,33.319972,31.120777,0.597389,0.000000,
742,0.478877,0.847952,0.547652,0.355422,0.430643,4.727504,5.216014,0.150368,0.257228,0.284594,0.292686,13.463658,33.234866,31.075751,0.595525,0.000000,
743,0.478223,0.841017,0.535954,0.352469,0.436501,3.977280,4.727504,0.151932,0.256212,0.282757,0.288627,13.420021,33.262062,31.115288,0.599226,0.000000,
744,0.482324,0.840460,0.598023,0.326970,0.440695,3.977280,3.977280,0.155161,0.260598,0.287765,0.289582,13.437172,33.290404,31.169405,0.609207,0.000000,
745,0.519482,0.870281,0.573114,0.413203,0.471005,4.061124,4.235547,0.155778,0.264209,0.290634,0.288808,13.473533,33.373373,31.283324,0.606588,0.000000,
746,0.500109,0.835732,0.597113,0.339965,0.472582,4.061124,4.061124,0.157879,0.264889,0.289681,0.288018,13.491060,33.447362,31.376079,0.611781,0.000000,
747,0.506712,0.860145,0.567696,0.401807,0.454031,4.937001,4.937001,0.158820,0.263464,0.286958,0.284589,13.494473,33.502654,31.428193,0.607504,0.000000,
748,0.492468,0.854969,0.542508,0.407078,0.428057,5.014062,5.014062,0.156165,0.256643,0.280152,0.278739,13.460355,33.497491,31.431974,0.612299,0.000000,
749,0.516202,0.844097,0.600477,0.345427,0.498894,5.259945,5.259945,0.156501,0.259001,0.281554,0.278767,13.452791,33.459848,31.406513,0.610847,0.000000,
750,0.504862,0.850305,0.546676,0.371912,0.473577,5.444626,5.444626,0.155976,0.257403,0.279661,0.279845,13.435805,33.337976,31.289950,0.618814,0.000000,
751,0.535002,0.859443,0.605317,0.380654,0.512689,5.480882,5.480882,0.156295,0.255112,0.278138,0.280155,13.426063,33.229255,31.191032,0.615247,0.000000,
752,0.496206,0.860729,0.568321,0.412872,0.422390,6.501295,6.501295,0.155206,0.248889,0.269654,0.268091,13.365586,33.170856,31.107270,0.616496,0.000000,
753,0.458948,0.872578,0.552758,0.348572,0.382020,7.423971,7.744836,0.155166,0.245330,0.266137,0.266363,13.280066,33.059810,30.990488,0.616680,0.000000,
754,0.464430,0.860587,0.557035,0.312973,0.417146,6.010628,7.423971,0.154553,0.240921,0.256623,0.255114,13.231423,33.003472,30.928624,0.615188,0.000000,
755,0.464077,0.855883,0.555166,0.306287,0.417663,5.709941,6.010628,0.152628,0.233937,0.251154,0.248082,13.166073,32.971899,30.902540,0.617975,0.000000,
756,0.421887,0.853302,0.552994,0.252641,0.363422,3.133286,5.709941,0.154114,0.233422,0.248789,0.243715,13.093337,32.943314,30.897277,0.620673,0.000000,
757,0.403510,0.858105,0.510675,0.270007,0.324913,3.133286,3.133286,0.155936,0.234909,0.249165,0.245660,13.062230,32.951798,30.910385,0.619511,0.000000,
758,0.402886,0.853426,0.500171,0.252469,0.345587,3.535308,3.535308,0.156926,0.237223,0.250710,0.242834,13.068438,33.023203,30.977978,0.622389,0.000000,
759,0.430413,0.871347,0.531290,0.256974,0.387226,4.255325,4.255325,0.156723,0.238161,0.251599,0.244335,13.085102,33.090130,31.054390,0.620211,0.000000,
760,0.451402,0.866833,0.537699,0.268947,0.426219,4.834294,5.075092,0.157314,0.240228,0.252650,0.243100,13.110508,33.179763,31.148614,0.623624,0.000000,
761,0.439620,0.846558,0.539726,0.300932,0.382338,4.448995,4.834294,0.156329,0.239057,0.250395,0.240788,13.158999,33.266494,31.234753,0.620445,0.000000,
762,0.446815,0.848836,0.543284,0.382500,0.349128,3.651152,4.448995,0.156451,0.238026,0.249237,0.237344,13.175814,33.309019,31.273837,0.622207,0.000000,
763,0.453703,0.869207,0.534735,0.361286,0.374072,3.375378,3.651152,0.155704,0.238593,0.249631,0.242220,13.198651,33.379773,31.344479,0.622535,0.000000,
764,0.450998,0.847944,0.552389,0.378357,0.359251,2.985596,3.375378,0.156361,0.237709,0.248032,0.237319,13.146416,33.358923,31.324033,0.621413,0.000000,
765,0.439367,0.843832,0.542210,0.362092,0.346305,2.985596,2.985596,0.154060,0.235305,0.244723,0.234500,13.133771,33.366252,31.314854,0.620102,0.000000,
766,0.442206,0.859387,0.550831,0.350223,0.352182,3.386132,3.386132,0.151993,0.235720,0.245269,0.235708,13.156441,33.439327,31.357185,0.618925,0.000000,
767,0.483212,0.863012,0.568167,0.479712,0.358449,4.305717,4.305717,0.152087,0.236975,0.245941,0.233623,13.182231,33.466268,31.356186,0.617298,0.000000,
768,0.487255,0.856533,0.565231,0.411536,0.413322,4.325673,4.325673,0.152238,0.234375,0.243193,0.232037,13.192399,33.526515,31.386414,0.614136,0.000000,
769,0.502823,0.863182,0.570310,0.415052,0.440630,5.358459,5.362640,0.153676,0.238464,0.247594,0.236481,13.190232,33.586500,31.421458,0.615452,0.000000,
770,0.496911,0.857553,0.610549,0.433521,0.404861,3.735884,5.358459,0.152829,0.239108,0.248098,0.233312,13.197118,33.648209,31.470305,0.615735,0.000000,
771,0.480689,0.869027,0.603773,0.427220,0.372651,2.562175,3.735884,0.151946,0.237131,0.247391,0.233787,13.164056,33.727516,31.517648,0.613633,0.000000,
772,0.502725,0.858593,0.598308,0.482292,0.392166,2.562175,2.562175,0.153271,0.240338,0.248792,0.236190,13.171757,33.791238,31.549416,0.614535,0.000000,
773,0.495885,0.855614,0.565071,0.459969,0.399556,2.696692,2.734943,0.153861,0.240664,0.248833,0.236027,13.156800,33.845963,31.556517,0.616203,0.000000,
774,0.490312,0.866823,0.585148,0.474554,0.370228,2.696692,2.696692,0.153700,0.240096,0.248506,0.234020,13.166606,33.872563,31.545840,0.616331,0.000000,
775,0.526390,0.859658,0.586545,0.464225,0.454186,3.370837,4.446872,0.156694,0.242759,0.251943,0.238013,13.109977,34.028695,31.624984,0.615278,0.000000,
776,0.494912,0.869803,0.582120,0.447317,0.392843,3.370837,3.370837,0.155980,0.241745,0.251497,0.239104,13.075173,34.086980,31.671973,0.615290,0.000000,
777,0.525168,0.857400,0.567158,0.477210,0.451543,3.853465,3.853465,0.157587,0.244683,0.253435,0.241061,13.078062,34.239297,31.788442,0.615462,0.000000,
778,0.495957,0.869266,0.601566,0.466873,0.384247,3.884877,3.935721,0.161071,0.251079,0.260025,0.245200,13.082153,34.404460,31.918082,0.618943,0.000000,
779,0.552793,0.879014,0.597262,0.424561,0.525760,3.884877,3.884877,0.160100,0.253877,0.262817,0.245358,13.064976,34.577176,32.058975,0.618973,0.000000,
780,0.545691,0.860836,0.603671,0.461675,0.492307,4.224660,4.224660,0.162135,0.256413,0.265347,0.248309,13.094595,34.744051,32.178256,0.618056,0.000000,
781,0.513858,0.848996,0.594076,0.426960,0.452963,5.633279,5.633279,0.163511,0.259372,0.268929,0.251888,13.048301,34.913543,32.311494,0.619550,0.000000,
782,0.522006,0.864110,0.582401,0.444492,0.461165,6.539936,6.900469,0.163931,0.261673,0.270485,0.253052,12.997087,35.096429,32.444661,0.621277,0.000000,
783,0.527949,0.866791,0.593154,0.414264,0.484071,5.793252,6.539936,0.163307,0.262608,0.271137,0.252317,12.934023,35.310507,32.631438,0.622946,0.000000,
784,0.507818,0.859416,0.575772,0.477109,0.414584,4.931594,5.793252,0.171069,0.269186,0.277861,0.261385,12.869565,35.508490,32.828314,0.628006,0.000000,
785,0.491433,0.872933,0.574036,0.405116,0.414724,4.304244,4.931594,0.170472,0.268344,0.277005,0.262516,12.848451,35.639792,32.965828,0.630300,0.000000,
786,0.512287,0.862744,0.615286,0.389941,0.458044,4.224148,4.304244,0.173753,0.273064,0.281481,0.263548,12.822013,35.762095,33.106783,0.632039,0.000000,
