0Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr_y,psnr_cb,psnr_cr,float_ssim,vmaf,
840,0.312772,0.833052,0.469159,0.217794,0.175075,3.825070,3.825070,0.182870,0.266451,0.277036,0.264748,12.037181,34.663790,32.508095,0.624819,0.000000,
841,0.310544,0.825836,0.487916,0.234280,0.161904,2.548002,4.086882,0.182339,0.267475,0.277755,0.266234,12.008808,34.538296,32.434269,0.622489,0.000000,
842,0.308260,0.843836,0.460734,0.247041,0.154003,2.177768,2.548002,0.181877,0.267035,0.276664,0.264539,11.973475,34.450893,32.384301,0.622688,0.000000,
843,0.307566,0.825286,0.458845,0.230080,0.164252,2.177768,2.177768,0.183146,0.266842,0.278683,0.265166,11.944866,34.377239,32.329722,0.625317,0.000000,
844,0.310024,0.818819,0.463965,0.236929,0.168634,2.314099,2.314099,0.182311,0.267300,0.279432,0.269550,11.912334,34.314042,32.292151,0.619080,0.000000,
845,0.319224,0.827711,0.515801,0.251383,0.163839,2.192434,2.622405,0.182950,0.270916,0.281726,0.269528,11.891570,34.228336,32.225590,0.622192,0.000000,
846,0.317005,0.836531,0.515373,0.250157,0.161533,1.767730,2.192434,0.184266,0.271977,0.283558,0.272496,11.878363,34.162350,32.184458,0.618442,0.000000,
847,0.311090,0.842504,0.488505,0.238524,0.162073,1.716541,1.767730,0.185203,0.271295,0.283674,0.270230,11.863218,34.108705,32.149364,0.621854,0.000000,
848,0.309515,0.842811,0.499294,0.226751,0.163728,1.207481,1.716541,0.184984,0.272767,0.285720,0.273135,11.845411,34.051585,32.112927,0.619917,0.000000,
849,0.309657,0.842569,0.496129,0.230046,0.160885,1.207481,1.207481,0.185184,0.274308,0.287208,0.272573,11.836185,34.032305,32.103663,0.622861,0.000000,
850,0.314769,0.834586,0.535049,0.225134,0.164258,1.555899,1.555899,0.185199,0.275808,0.289122,0.276286,11.842391,34.041065,32.132902,0.621723,0.000000,
851,0.315835,0.838167,0.476062,0.231017,0.179663,2.440254,2.440254,0.185701,0.275998,0.289451,0.277715,11.846742,34.017783,32.114752,0.621644,0.000000,
852,0.319614,0.829234,0.494142,0.264267,0.165716,2.474691,2.474691,0.185336,0.277433,0.289345,0.277121,11.848456,34.008148,32.106111,0.623088,0.000000,
853,0.306602,0.830215,0.462595,0.242592,0.161483,2.984371,2.984371,0.185822,0.277784,0.290080,0.277528,11.856117,34.057503,32.158641,0.622583,0.000000,
854,0.320131,0.828649,0.486009,0.252663,0.179597,3.894559,3.894559,0.188167,0.279347,0.290778,0.278575,11.878185,34.142388,32.232771,0.625397,0.000000,
855,0.316142,0.844360,0.490256,0.237742,0.168626,4.656848,4.656848,0.190789,0.281027,0.290860,0.277939,11.908955,34.244483,32.331464,0.627316,0.000000,
856,0.317064,0.829596,0.513697,0.238100,0.172585,5.311328,5.311328,0.191572,0.281707,0.292440,0.280288,11.946237,34.312499,32.393879,0.626421,0.000000,
857,0.313094,0.828497,0.483888,0.224520,0.174135,5.946426,5.946426,0.191762,0.281968,0.292133,0.281067,11.973745,34.404103,32.479770,0.629096,0.000000,
858,0.301202,0.835646,0.485700,0.218025,0.155067,6.528360,6.528360,0.194428,0.282492,0.291919,0.277565,12.005097,34.521310,32.571206,0.631151,0.000000,
859,0.324737,0.841364,0.479530,0.260573,0.174876,7.077608,7.077608,0.195461,0.285030,0.293449,0.281059,12.065228,34.645407,32.687054,0.631637,0.000000,
860,0.309805,0.832769,0.481088,0.229562,0.165937,7.496238,7.496238,0.197946,0.286613,0.296223,0.281134,12.119010,34.816608,32.826869,0.632807,0.000000,
861,0.319196,0.825219,0.502340,0.224886,0.183813,7.765393,7.765393,0.193805,0.286078,0.295267,0.283336,12.179344,35.022381,33.013648,0.634287,0.000000,
862,0.341090,0.842522,0.468446,0.266122,0.205309,7.867955,7.867955,0.192027,0.285383,0.295045,0.280415,12.249638,35.203362,33.176343,0.632487,0.000000,
863,0.338535,0.831453,0.493970,0.239660,0.214539,7.840075,8.121279,0.190114,0.284757,0.293988,0.281096,12.320502,35.411591,33.355375,0.632916,0.000000,
864,0.329500,0.838387,0.490060,0.226146,0.207807,7.217398,7.840075,0.188574,0.279461,0.289564,0.277691,12.384363,35.548174,33.491201,0.630342,0.000000,
865,0.376052,0.841999,0.498257,0.238408,0.295317,6.522497,7.217398,0.183727,0.276883,0.284654,0.270214,12.453717,35.657621,33.614195,0.632477,0.000000,
866,0.426430,0.841253,0.494634,0.279253,0.381514,4.323639,6.522497,0.183870,0.275625,0.284961,0.272335,12.503701,35.792581,33.767013,0.630439,0.000000,
867,0.395185,0.834813,0.518006,0.291384,0.296505,4.323639,4.323639,0.184714,0.279238,0.286792,0.275250,12.557501,35.858805,33.857492,0.628979,0.000000,
868,0.413268,0.858547,0.517638,0.335533,0.303925,6.267787,6.602427,0.185502,0.287762,0.296268,0.283580,12.634115,36.018450,34.059058,0.631682,0.000000,
869,0.461391,0.835399,0.516953,0.392825,0.382992,6.267787,6.267787,0.184845,0.290935,0.300126,0.286949,12.735698,36.182820,34.229636,0.634973,0.000000,
870,0.494403,0.838912,0.540993,0.416098,0.432187,5.812925,6.533845,0.183476,0.292876,0.301794,0.286792,12.809594,36.308084,34.385252,0.636049,0.000000,
871,0.537581,0.843886,0.554529,0.471028,0.489589,4.843120,5.812925,0.181012,0.295344,0.307297,0.290965,12.884407,36.340122,34.453959,0.634082,0.000000,
872,0.546751,0.837024,0.566384,0.481656,0.500445,3.731273,4.843120,0.179732,0.295819,0.308023,0.297095,12.932985,36.324935,34.441887,0.634706,0.000000,
873,0.555811,0.845441,0.555367,0.454258,0.535281,3.731273,3.731273,0.176606,0.294570,0.307635,0.296970,12.922078,36.267022,34.404292,0.632142,0.000000,
874,0.557704,0.837773,0.597341,0.456340,0.528250,4.000857,4.000857,0.178405,0.295091,0.308493,0.298170,12.918193,36.197470,34.341143,0.636405,0.000000,
875,0.541647,0.847751,0.558095,0.465016,0.499239,4.040583,4.040583,0.176283,0.292818,0.307549,0.298488,12.903754,36.123353,34.276577,0.635185,0.000000,
876,0.537003,0.840094,0.574114,0.479138,0.476721,3.732249,4.154233,0.174445,0.292965,0.306988,0.297644,12.888761,35.997417,34.173642,0.633211,0.000000,
877,0.575056,0.834688,0.564441,0.459181,0.574569,3.346163,3.732249,0.174702,0.292518,0.305108,0.296038,12.879297,35.933935,34.095103,0.634496,0.000000,
878,0.534956,0.847886,0.582489,0.457045,0.478715,2.751877,3.346163,0.171215,0.289491,0.303407,0.291556,12.871440,35.837744,34.003610,0.632757,0.000000,
879,0.576319,0.843104,0.575214,0.491831,0.552590,2.292396,2.751877,0.170209,0.289568,0.303363,0.291832,12.859023,35.771545,33.925829,0.633105,0.000000,
880,0.506735,0.831961,0.607829,0.489184,0.397889,1.719587,2.292396,0.169697,0.285051,0.297360,0.284118,12.841375,35.749713,33.904828,0.630968,0.000000,
881,0.528389,0.835563,0.607463,0.440943,0.469700,1.719587,1.719587,0.169849,0.289048,0.302193,0.289686,12.849068,35.729634,33.874055,0.632604,0.000000,
882,0.561507,0.849400,0.562101,0.503617,0.517506,1.843592,1.843592,0.168879,0.286003,0.296793,0.284453,12.839798,35.701811,33.842654,0.631718,0.000000,
883,0.542918,0.840339,0.574461,0.468388,0.495629,1.568176,2.045099,0.170461,0.287405,0.297676,0.282891,12.842866,35.685672,33.828589,0.634213,0.000000,
884,0.531534,0.844600,0.577166,0.531206,0.436505,1.568176,1.568176,0.170865,0.289940,0.300959,0.287029,12.837333,35.689608,33.808111,0.636153,0.000000,
885,0.540608,0.836021,0.588625,0.485494,0.479598,3.643667,3.643667,0.167827,0.286991,0.297371,0.281983,12.825526,35.671191,33.813593,0.634020,0.000000,
886,0.555817,0.831539,0.619024,0.495073,0.497999,3.327640,4.227570,0.169220,0.291412,0.302769,0.288773,12.874081,35.679898,33.827654,0.633458,0.000000,
887,0.579854,0.832316,0.575726,0.521807,0.549545,2.562820,3.327640,0.167726,0.289757,0.300919,0.286721,12.892453,35.671718,33.842630,0.633979,0.000000,
888,0.563789,0.836952,0.597677,0.523331,0.503984,2.015491,2.562820,0.167458,0.291794,0.303111,0.289755,12.920154,35.651271,33.847634,0.633810,0.000000,
889,0.562231,0.843011,0.574683,0.501049,0.519312,1.960261,2.015491,0.167496,0.292250,0.304034,0.288853,12.938187,35.663773,33.845065,0.637094,0.000000,
890,0.558535,0.840457,0.587324,0.525503,0.493068,1.960261,1.960261,0.168375,0.292060,0.302562,0.287172,12.947995,35.667893,33.859987,0.637801,0.000000,
891,0.625024,0.832613,0.612848,0.539266,0.623027,2.064733,2.203451,0.167784,0.290757,0.300771,0.286847,12.963274,35.677615,33.880426,0.637993,2.192713,
892,0.598182,0.833160,0.593639,0.473979,0.609154,2.064733,2.064733,0.165376,0.293161,0.304946,0.290916,12.986508,35.684312,33.889171,0.640170,0.000000,
893,0.586226,0.831320,0.611447,0.559251,0.527783,2.325374,2.325374,0.166246,0.291269,0.300897,0.283579,13.015554,35.722638,33.933746,0.640248,0.000000,
894,0.566862,0.831975,0.598739,0.552920,0.494223,2.460998,2.728402,0.165841,0.291876,0.302673,0.289056,13.043878,35.741343,33.930547,0.641823,0.000000,
895,0.584530,0.816016,0.605915,0.567887,0.526614,2.062980,2.460998,0.168031,0.295919,0.306969,0.292028,13.066603,35.754415,33.927117,0.643660,0.000000,
896,0.605618,0.835792,0.593375,0.608062,0.549021,1.757002,2.062980,0.166563,0.297050,0.308688,0.295780,13.063089,35.797650,33.922192,0.644856,0.000000,
897,0.604121,0.846899,0.596491,0.577307,0.558523,1.210261,1.757002,0.167852,0.296200,0.307580,0.290879,13.080795,35.809447,33.905101,0.645446,0.000000,
898,0.610597,0.846185,0.602237,0.494694,0.616165,0.873226,1.210261,0.168325,0.297043,0.309564,0.292244,13.069549,35.798866,33.881734,0.645916,0.000000,
899,0.672888,0.832900,0.637915,0.558819,0.706552,0.873226,0.873226,0.168691,0.297273,0.309520,0.293990,13.080374,35.781893,33.865518,0.646085,6.622924,
900,0.624834,0.832043,0.598119,0.534386,0.629420,0.964727,0.964727,0.170802,0.302035,0.314153,0.298486,13.097784,35.764848,33.853734,0.647330,0.881639,
901,0.638220,0.832598,0.625987,0.562604,0.632047,1.402628,1.402628,0.168503,0.299449,0.310101,0.293156,13.073120,35.729519,33.817229,0.648981,2.817879,
902,0.618196,0.818853,0.599030,0.524789,0.621618,1.428385,1.428385,0.166395,0.296911,0.308568,0.291410,13.071903,35.730352,33.804726,0.646385,0.718263,
903,0.598059,0.845865,0.622516,0.548145,0.550262,1.795708,2.476143,0.168205,0.295844,0.307619,0.291382,13.062618,35.675110,33.738696,0.646655,0.000000,
904,0.621555,0.830749,0.589435,0.548128,0.618933,1.422289,1.795708,0.167571,0.296498,0.306922,0.290938,13.033523,35.632300,33.682186,0.646358,1.107259,
905,0.617663,0.828704,0.598111,0.535800,0.615143,1.422289,1.422289,0.167969,0.294743,0.306313,0.290283,13.038095,35.610620,33.655500,0.645202,0.747304,
906,0.598780,0.828361,0.604042,0.543430,0.565843,1.837201,1.837201,0.165453,0.293395,0.304232,0.286988,12.996775,35.548540,33.598058,0.644830,0.000000,
907,0.607615,0.830516,0.598608,0.579331,0.565474,3.572617,3.572617,0.163590,0.287828,0.299631,0.284682,13.018331,35.536860,33.583085,0.644611,1.426587,
908,0.641250,0.819186,0.633993,0.529700,0.661977,4.808877,4.808877,0.163639,0.290733,0.301439,0.287352,13.060521,35.531077,33.574240,0.645045,5.918839,
909,0.634919,0.845098,0.623750,0.585677,0.610152,5.471246,5.471246,0.165006,0.294329,0.304984,0.291576,13.111144,35.534530,33.592717,0.645197,5.480894,
910,0.602566,0.853195,0.623861,0.553103,0.555844,5.761527,5.761527,0.161923,0.295248,0.307549,0.294326,13.164243,35.538515,33.639816,0.642474,2.021228,
911,0.582253,0.833767,0.638362,0.572193,0.497558,6.889207,6.889207,0.163323,0.299697,0.315040,0.306568,13.264555,35.509381,33.671894,0.643765,0.388283,
912,0.633468,0.845120,0.604769,0.604340,0.603676,7.035557,7.035557,0.162182,0.297871,0.313742,0.303901,13.375637,35.520581,33.694026,0.643274,6.326711,
913,0.632546,0.846703,0.605967,0.584621,0.613712,6.077689,7.262927,0.159902,0.296580,0.314672,0.308957,13.512939,35.518642,33.656870,0.643730,5.659343,
914,0.647663,0.858103,0.602034,0.587261,0.643769,6.077689,6.077689,0.161658,0.302271,0.321509,0.312307,13.565003,35.557142,33.663454,0.645360,7.155203,
915,0.608012,0.833623,0.604253,0.568448,0.571570,6.586359,6.586359,0.160617,0.307526,0.326772,0.318950,13.606077,35.613271,33.734893,0.647698,2.718924,
916,0.623501,0.833985,0.624504,0.592754,0.583440,7.596500,7.596500,0.157758,0.313699,0.334685,0.328944,13.707177,35.664543,33.871431,0.650422,5.047614,
917,0.647869,0.825897,0.619018,0.609064,0.632925,7.419858,7.692817,0.158122,0.320430,0.342598,0.335374,13.787204,35.669853,33.977767,0.648853,7.578223,
918,0.658821,0.837362,0.615907,0.606998,0.656921,7.419858,7.419858,0.160221,0.324072,0.347880,0.342974,13.917467,35.822323,34.226048,0.651786,8.834878,
919,0.628660,0.836903,0.609937,0.584891,0.607072,8.985773,8.985773,0.157170,0.325168,0.351707,0.353573,14.053038,36.020631,34.538971,0.656399,6.431406,
920,0.645830,0.823153,0.617177,0.584344,0.645597,7.839718,9.422833,0.160240,0.331948,0.362221,0.365042,14.307004,36.286128,34.849466,0.662925,7.484201,
921,0.664304,0.843337,0.610334,0.634261,0.653802,6.976621,7.839718,0.158523,0.333960,0.361729,0.365944,14.512816,36.511647,35.079401,0.668356,9.114338,
922,0.670769,0.852279,0.639924,0.637484,0.654230,6.976621,6.976621,0.156710,0.333321,0.363164,0.366940,14.712161,36.665505,35.231188,0.673053,9.988724,
923,0.676004,0.831908,0.628107,0.650981,0.666451,8.371827,8.371827,0.154988,0.331646,0.359580,0.366045,14.926014,36.939424,35.542401,0.677886,11.801544,
924,0.696617,0.824229,0.613235,0.664352,0.711032,8.193862,9.125419,0.156766,0.334727,0.361311,0.365013,15.147257,37.217002,35.944124,0.684502,14.195713,
925,0.673754,0.827828,0.640018,0.677659,0.643027,4.860944,8.193862,0.155674,0.333356,0.357935,0.363776,15.384795,37.460265,36.272311,0.690325,8.787683,
926,0.677897,0.829379,0.652601,0.642995,0.667671,4.676005,4.860944,0.156297,0.333977,0.360818,0.365883,15.531302,37.621595,36.460659,0.693631,9.168893,
927,0.718860,0.836161,0.624861,0.684977,0.739820,4.676005,4.676005,0.155802,0.333995,0.358816,0.363864,15.602203,37.786452,36.612375,0.695290,14.514568,
928,0.718452,0.849837,0.638273,0.668306,0.741081,5.542607,5.542607,0.157016,0.334485,0.357875,0.361857,15.670897,37.947203,36.801438,0.696851,15.047697,
929,0.704319,0.842307,0.656596,0.663804,0.709127,7.749771,7.749771,0.154878,0.332558,0.356292,0.358870,15.880622,38.215769,37.105544,0.701677,14.881653,
930,0.714337,0.835554,0.644441,0.695332,0.718286,7.406631,9.073935,0.153478,0.326358,0.348701,0.351567,16.137495,38.439396,37.457374,0.706742,16.096450,
931,0.699282,0.833467,0.642284,0.684070,0.693314,4.248882,7.406631,0.154114,0.327625,0.349200,0.353362,16.346201,38.614894,37.716268,0.714171,11.730780,
932,0.694596,0.831596,0.659851,0.701141,0.667186,3.939704,4.248882,0.153402,0.323377,0.344572,0.348491,16.444154,38.671969,37.902661,0.717667,11.016520,
933,0.730511,0.829167,0.655882,0.694096,0.752625,3.445559,3.939704,0.154534,0.322953,0.343736,0.346895,16.467927,38.761503,38.022154,0.719655,15.343826,
934,0.721138,0.831206,0.652905,0.712261,0.721777,3.384915,3.445559,0.153998,0.325004,0.345403,0.353631,16.632982,38.762026,38.078362,0.724972,14.094257,
935,0.716251,0.839349,0.646710,0.698155,0.719404,2.787909,3.384915,0.154934,0.323891,0.344304,0.353900,16.658567,38.816536,38.180692,0.724743,13.056807,
936,0.712542,0.831036,0.659427,0.688042,0.714851,2.620608,2.787909,0.155517,0.324859,0.344320,0.348016,16.705468,38.852112,38.231819,0.725536,12.303170,
937,0.695409,0.836363,0.655378,0.673076,0.686510,2.620608,2.620608,0.156467,0.324859,0.343250,0.348150,16.695487,38.934411,38.208510,0.726157,10.086312,
938,0.697457,0.828967,0.671042,0.692400,0.676281,2.621759,2.621759,0.154624,0.324564,0.343172,0.348755,16.699015,38.902125,38.182811,0.725220,10.392280,
939,0.710565,0.830461,0.655493,0.685467,0.713685,2.641757,2.641757,0.155745,0.324215,0.343713,0.347731,16.765114,38.887342,38.133361,0.725214,12.081483,
940,0.727825,0.833722,0.651574,0.693499,0.746870,3.025097,3.025097,0.156819,0.324455,0.343427,0.349037,16.708236,38.895215,38.194464,0.726678,14.637522,
941,0.735235,0.828059,0.652994,0.720253,0.748698,4.122440,4.122440,0.156109,0.324111,0.342537,0.349985,16.755843,38.943833,38.265666,0.725304,16.483776,
942,0.736391,0.839104,0.659266,0.715734,0.749102,4.577338,4.577338,0.154494,0.325818,0.347039,0.353113,16.908644,38.984801,38.339385,0.725039,16.968236,
943,0.726165,0.837945,0.646293,0.727278,0.724640,5.921164,5.921164,0.156464,0.327734,0.349378,0.353617,16.891945,39.088907,38.507006,0.727044,16.508612,
944,0.715559,0.825108,0.663099,0.713573,0.706893,6.707392,6.707392,0.155205,0.327498,0.349598,0.356095,16.969030,39.218096,38.733116,0.726231,15.749820,
945,0.709643,0.834371,0.659604,0.690136,0.707481,5.483157,7.901501,0.157967,0.325931,0.347970,0.362321,17.033774,39.295755,38.939471,0.728683,14.197877,
946,0.722660,0.828265,0.657470,0.703243,0.730139,4.099482,5.483157,0.157978,0.326718,0.350595,0.363726,17.101825,39.389257,39.102012,0.726550,14.879216,
947,0.743422,0.830842,0.675547,0.731682,0.751445,4.099482,4.099482,0.159353,0.328170,0.352050,0.366034,17.124294,39.443451,39.188575,0.726329,17.662679,
948,0.703083,0.836473,0.668634,0.688323,0.691386,4.887155,4.915812,0.160032,0.327213,0.350283,0.363203,17.173076,39.466261,39.260582,0.728453,12.822064,
949,0.707426,0.836137,0.657857,0.704492,0.695060,4.887155,4.887155,0.158875,0.324835,0.345484,0.356111,17.096834,39.554916,39.352262,0.726518,13.393056,
950,0.727968,0.843439,0.660366,0.708814,0.733759,5.983993,5.983993,0.158593,0.322299,0.343949,0.358228,17.174020,39.593902,39.431538,0.725597,17.095644,
951,0.715056,0.844195,0.692810,0.695766,0.703670,7.716403,7.716403,0.156065,0.318701,0.340158,0.353928,17.077052,39.676282,39.567754,0.719528,16.779512,
952,0.723604,0.841876,0.656591,0.701980,0.731038,8.009201,8.009201,0.155185,0.318673,0.339789,0.355251,17.121183,39.819787,39.700863,0.716116,18.181813,
953,0.726902,0.832192,0.705204,0.694288,0.728931,8.273166,8.273166,0.153203,0.314533,0.336205,0.352070,17.039262,39.938252,39.859699,0.714225,18.955986,
954,0.715040,0.847632,0.682323,0.687419,0.711858,8.317364,8.444821,0.157347,0.318084,0.339669,0.360259,17.229616,40.061365,40.028801,0.717923,17.370155,
955,0.735526,0.855286,0.686638,0.691939,0.749598,7.760244,8.317364,0.158207,0.320776,0.344059,0.364083,17.318919,40.204030,40.220282,0.718821,19.654394,
956,0.702081,0.828462,0.677667,0.687392,0.690547,6.929072,7.760244,0.161374,0.325708,0.351070,0.369252,17.489271,40.387539,40.419681,0.719819,14.378040,
957,0.724705,0.852054,0.688531,0.692817,0.726976,6.815166,6.929072,0.161681,0.325137,0.350245,0.370121,17.410515,40.474316,40.588995,0.721097,17.358528,
958,0.686585,0.825694,0.663329,0.692507,0.659650,6.540813,6.815166,0.160981,0.322694,0.350532,0.380110,17.546139,40.614705,40.840626,0.720337,12.380694,
959,0.669937,0.823994,0.685386,0.693876,0.619105,6.540813,6.540813,0.159567,0.322939,0.350353,0.375569,17.692004,40.713439,40.852486,0.718875,10.159622,
960,0.718386,0.830493,0.661886,0.678424,0.735950,4.789791,6.557745,0.164338,0.323517,0.352172,0.378590,17.851905,40.758844,40.782945,0.722398,15.162171,
961,0.716049,0.835530,0.663955,0.681488,0.727266,4.588226,4.789791,0.166764,0.326082,0.354812,0.378672,17.876919,40.776262,40.703742,0.726726,14.565722,
962,0.716735,0.833988,0.684664,0.698253,0.711925,4.356763,4.588226,0.168128,0.326997,0.355428,0.381301,17.911341,40.741586,40.594148,0.725262,14.486199,
963,0.725756,0.831076,0.678711,0.700823,0.731728,3.473224,4.356763,0.170519,0.326008,0.356229,0.384785,17.945650,40.744551,40.448892,0.727643,15.117938,
964,0.691725,0.831879,0.692800,0.653851,0.682115,3.406610,3.473224,0.171040,0.327353,0.355578,0.384161,17.877825,40.750805,40.373734,0.725532,10.485922,
965,0.694868,0.835032,0.639406,0.659462,0.701779,3.268735,3.406610,0.172113,0.335188,0.365728,0.394875,18.056559,40.718657,40.299067,0.729430,10.646642,
966,0.699110,0.825393,0.675815,0.642469,0.710982,3.268735,3.268735,0.174678,0.338156,0.367549,0.393875,18.106473,40.663618,40.265017,0.730692,11.039292,
967,0.702334,0.832650,0.661860,0.665197,0.707530,3.353384,3.353384,0.174122,0.341611,0.370910,0.394900,18.282268,40.609944,40.256432,0.732538,11.414277,
968,0.697996,0.825183,0.672809,0.655545,0.703031,5.178512,5.178512,0.174625,0.335730,0.364541,0.390519,18.217897,40.592851,40.360099,0.731427,12.359941,
969,0.708953,0.830490,0.661697,0.701583,0.701711,7.890679,8.920604,0.174692,0.337686,0.364481,0.385795,18.155829,40.700546,40.638567,0.734410,15.744403,
970,0.711297,0.829097,0.663702,0.677181,0.721041,7.487554,7.890679,0.178121,0.341600,0.368414,0.398571,18.229038,40.831154,41.018197,0.737730,15.838701,
971,0.729965,0.826291,0.697737,0.689096,0.743600,6.097967,7.487554,0.182827,0.345515,0.372015,0.388383,18.190883,40.916966,41.319670,0.739618,16.895435,
972,0.724003,0.829258,0.659474,0.686450,0.743776,2.339265,6.097967,0.182376,0.345872,0.374093,0.397600,18.314636,40.975527,41.585384,0.743371,13.378819,
973,0.726776,0.825706,0.657179,0.678867,0.755270,2.339265,2.339265,0.186591,0.351069,0.378730,0.398050,18.347267,40.916555,41.568333,0.744969,13.520480,
974,0.721300,0.825958,0.673139,0.683358,0.736507,5.615252,5.789896,0.186694,0.353949,0.381591,0.402164,18.392936,40.988648,41.448850,0.742945,15.267425,
975,0.707273,0.831789,0.681272,0.698542,0.694148,5.152787,5.615252,0.182164,0.347885,0.374816,0.397664,18.240849,40.924863,41.320868,0.738142,13.172016,
976,0.693655,0.824294,0.664660,0.687572,0.678649,4.073020,5.152787,0.181161,0.350105,0.377592,0.401388,18.239731,40.777351,41.222286,0.735649,10.520309,
977,0.702601,0.828789,0.664079,0.672348,0.705756,4.073020,4.073020,0.180109,0.349483,0.377317,0.400258,18.262452,40.738492,41.180768,0.733033,11.727278,
978,0.714425,0.832624,0.664618,0.700874,0.712590,4.422447,4.422447,0.176825,0.348401,0.373919,0.392901,18.252449,40.676324,41.141971,0.730550,13.516833,
979,0.716044,0.825325,0.676514,0.726547,0.700232,4.624292,4.624292,0.179826,0.350037,0.377547,0.399948,18.297334,40.593064,41.104764,0.732920,13.944889,
980,0.727817,0.821177,0.650886,0.674788,0.764203,5.817974,6.046339,0.181866,0.349016,0.376056,0.401131,18.199771,40.401338,41.014973,0.736695,16.540637,
981,0.735872,0.825415,0.669467,0.658772,0.779439,4.056380,5.817974,0.179146,0.345668,0.373976,0.396377,18.125922,40.273542,40.903291,0.732252,16.333495,
982,0.723477,0.855323,0.694046,0.681775,0.728151,3.362394,4.056380,0.176702,0.344016,0.374374,0.398104,18.121994,40.301222,40.853719,0.732025,14.215585,
983,0.721317,0.827982,0.690970,0.691412,0.726543,3.362394,3.362394,0.175667,0.343589,0.373712,0.400849,18.127427,40.362365,40.840938,0.729298,14.010021,
984,0.721437,0.838744,0.666908,0.695606,0.729891,3.943722,3.943722,0.172245,0.347725,0.378042,0.401478,18.103041,40.325452,40.765827,0.727091,14.353646,
985,0.706492,0.850283,0.673133,0.698709,0.688479,3.332850,4.525648,0.175226,0.355303,0.382361,0.402597,18.077548,40.337796,40.734706,0.730093,11.564278,
986,0.702797,0.832015,0.714902,0.676391,0.683861,2.535089,3.332850,0.171431,0.351404,0.379471,0.401107,18.044297,40.312299,40.669304,0.728483,10.632996,
987,0.694235,0.837452,0.670041,0.668289,0.684033,2.535089,2.535089,0.172904,0.355314,0.384741,0.403217,18.144642,40.283034,40.726351,0.727997,9.356857,
988,0.691729,0.836207,0.663290,0.678430,0.675421,2.781989,2.781989,0.173987,0.354393,0.382993,0.402607,18.021848,40.278249,40.805901,0.727268,9.223108,
989,0.681188,0.831456,0.631259,0.656762,0.678024,3.046583,3.046583,0.174432,0.351280,0.380347,0.401703,18.038434,40.288294,40.925331,0.729455,8.133793,
990,0.686311,0.822640,0.711156,0.636338,0.674643,3.743980,3.743980,0.173400,0.352475,0.381129,0.399326,17.796309,40.295280,41.037672,0.725648,9.237096,
991,0.689362,0.834000,0.659643,0.681963,0.669563,4.626103,4.626103,0.169935,0.347375,0.375263,0.395439,17.832031,40.332370,41.100679,0.724486,10.469609,
992,0.711118,0.825531,0.680000,0.698840,0.702338,4.942260,4.942260,0.167941,0.340796,0.368598,0.392249,17.748816,40.288049,41.067847,0.721984,13.837144,
993,0.705766,0.824232,0.644929,0.661286,0.725055,7.120852,7.120852,0.170963,0.341088,0.368935,0.395208,17.683560,40.228079,40.892352,0.722832,14.810319,
994,0.729378,0.827534,0.655083,0.706806,0.744233,9.193270,10.291096,0.170227,0.339473,0.366857,0.390659,17.478033,40.202339,40.591397,0.720132,19.639607,
995,0.718045,0.828913,0.678071,0.685885,0.724892,6.586735,9.193270,0.172872,0.342811,0.371869,0.397461,17.404950,40.136769,40.282888,0.719975,16.025823,
996,0.735710,0.843113,0.663663,0.682667,0.766163,6.586735,6.586735,0.174169,0.342183,0.368748,0.393493,17.173088,40.119791,40.113083,0.720101,18.398232,
997,0.719899,0.832544,0.657015,0.704867,0.723050,9.092380,9.092380,0.174690,0.341500,0.371227,0.397582,17.311914,40.228147,40.248859,0.720000,18.283580,
998,0.731783,0.834592,0.674552,0.695561,0.747915,5.383261,13.013567,0.176505,0.349162,0.376752,0.395411,17.685398,40.342414,40.672101,0.727374,16.664110,
999,0.718125,0.821091,0.677441,0.682044,0.729388,3.863714,5.383261,0.177498,0.351512,0.378046,0.399347,17.713360,40.342014,40.681075,0.727955,13.602686,
1000,0.709403,0.840207,0.672625,0.707090,0.693576,3.227381,3.863714,0.177792,0.350140,0.377344,0.398232,17.786520,40.392509,40.661902,0.729117,11.960971,
1001,0.705624,0.825307,0.674324,0.707368,0.687540,2.807680,3.227381,0.179247,0.350346,0.376284,0.396472,17.867869,40.397215,40.709292,0.732077,11.082013,
1002,0.713425,0.839373,0.663084,0.728179,0.692651,2.807680,2.807680,0.180177,0.355505,0.379648,0.395944,17.871707,40.339591,40.590733,0.734628,11.911896,
1003,0.717574,0.833164,0.666482,0.693420,0.721499,5.772099,5.772099,0.176846,0.347838,0.373750,0.392074,17.819663,40.342973,40.437788,0.731551,14.985828,
1004,0.709358,0.826500,0.646420,0.684124,0.717231,7.907748,7.907748,0.175840,0.348441,0.377282,0.396026,17.791427,40.184031,40.237972,0.732666,15.591853,
1005,0.733143,0.822700,0.667680,0.708626,0.748901,5.399032,8.083934,0.176984,0.347416,0.374202,0.397047,17.645609,39.909250,39.981937,0.732293,16.967672,
